LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,MQCOMP2,SHDI,ELEV_MEAN,ELEV_RANGE
37D6502,0.72,11.70,0.75,0.23,40.26,0.50,0.32,24.15,0.46,0.14,24.15,0.43,0.08,1.00,184.00,2005.00,622.00,0.00,15.00,-0.61,0.07,1.75,1738.62,92.59
37D6505,0.79,11.44,0.81,0.43,15.87,0.70,0.00,NA,NA,0.37,23.81,0.77,0.06,1.00,184.00,2005.00,545.00,0.00,9.00,-0.46,-0.04,1.50,1435.40,306.09
37D6601,0.77,5.77,0.92,0.04,7.94,0.80,0.26,15.87,0.58,0.47,15.87,0.51,0.22,4.00,160.00,2004.00,619.00,0.00,7.00,-0.80,0.32,1.57,1701.42,175.78
37D6602,0.68,12.34,0.80,0.17,23.98,0.58,0.04,15.99,0.56,0.46,31.97,0.61,0.22,4.00,160.00,2004.00,535.00,0.00,9.00,-0.19,-0.12,1.61,1675.80,182.65
37D6604,0.57,5.85,0.84,0.35,8.05,0.74,0.00,NA,NA,0.21,8.05,0.86,0.37,4.00,160.00,2004.00,733.00,0.00,9.00,-0.56,0.15,1.60,1766.38,117.17
37D6605,0.69,12.36,0.84,0.52,15.87,0.88,0.04,7.94,0.18,0.13,7.94,0.60,0.20,4.00,160.00,2004.00,702.00,0.00,2.00,-0.42,-0.02,1.51,1675.54,124.79
37D6606,0.69,13.13,0.83,0.27,15.87,0.73,0.42,7.94,0.96,0.00,NA,NA,0.24,4.00,160.00,2004.00,718.00,0.00,7.00,-0.56,0.10,1.44,1599.07,110.14
37D6608,0.65,12.52,0.77,0.50,8.11,0.68,0.13,8.11,0.96,0.00,NA,NA,0.10,4.00,160.00,2004.00,549.00,0.00,15.00,-0.61,0.07,1.62,1650.64,72.11
37D7102,0.59,10.84,0.72,0.49,23.98,0.69,0.00,NA,NA,0.10,7.99,0.84,0.11,4.00,153.00,2007.00,543.00,0.00,15.00,-0.55,0.00,1.58,1322.79,127.36
37D7103,0.59,11.44,0.69,0.62,7.94,0.64,0.00,NA,NA,0.00,NA,NA,0.16,4.00,153.00,2007.00,533.00,0.00,9.00,-0.76,0.24,1.43,1219.57,110.50
37D7106,0.85,5.76,0.83,0.83,7.99,0.73,0.00,NA,NA,0.00,NA,NA,0.01,4.00,153.00,2007.00,619.00,0.00,2.00,-0.58,0.02,1.02,1203.18,124.77
37D7107,0.89,6.51,0.81,0.43,7.94,0.70,0.03,15.87,0.49,0.41,31.75,0.66,0.04,4.00,153.00,2007.00,628.00,0.00,2.00,-0.62,0.08,1.43,1143.29,115.33
37D7203,0.49,11.12,0.82,0.39,15.43,0.58,0.04,7.72,0.41,0.07,7.72,0.59,0.42,4.00,159.00,2004.00,838.00,0.00,9.00,-0.53,0.00,1.52,1039.52,124.17
37D7301,0.79,12.25,0.86,0.74,15.87,0.76,0.00,NA,NA,0.05,7.94,0.61,0.02,1.00,184.00,2005.00,934.00,0.00,5.00,-0.27,-0.31,1.15,1469.63,281.42
37D7302,0.60,6.56,0.68,0.54,15.99,0.65,0.05,7.99,0.87,0.00,NA,NA,0.14,1.00,184.00,2005.00,944.00,0.00,15.00,-0.52,0.02,1.49,1633.90,40.93
37D7304,0.61,26.45,0.81,0.61,23.98,0.79,0.00,NA,NA,0.00,NA,NA,0.23,1.00,184.00,2005.00,953.00,0.00,5.00,-0.74,0.26,1.29,1725.39,134.34
37D7308,0.77,6.17,0.77,0.77,7.99,0.69,0.00,NA,NA,0.00,NA,NA,0.00,1.00,184.00,2005.00,1001.00,0.00,5.00,-0.38,-0.16,1.08,1609.74,88.87
37D7404,0.83,6.13,0.87,0.73,7.94,0.85,0.00,NA,NA,0.11,15.87,0.61,0.08,4.00,189.00,2006.00,705.00,0.00,5.00,-0.55,0.07,1.22,1668.88,69.96
37D7405,0.88,6.18,0.83,0.86,7.94,0.75,0.00,NA,NA,0.02,7.94,-1.00,0.00,4.00,189.00,2006.00,730.00,0.00,5.00,-0.51,-0.04,0.96,1545.15,288.25
37D7407,0.63,11.60,0.82,0.29,64.41,0.38,0.09,8.05,0.69,0.28,8.05,0.81,0.01,4.00,189.00,2006.00,645.00,0.00,15.00,-0.64,0.07,1.77,1576.38,118.13
37D7408,0.72,5.76,0.84,0.55,23.98,0.60,0.04,7.99,0.71,0.14,7.99,0.50,0.13,4.00,189.00,2006.00,752.00,0.00,5.00,-0.61,0.09,1.57,1702.45,194.80
37D7501,0.73,6.17,0.84,0.32,15.99,0.73,0.09,15.99,0.76,0.31,15.99,0.65,0.16,1.00,184.00,2005.00,750.00,0.00,7.00,-0.56,0.02,1.62,2082.71,135.10
37D7601,0.85,5.56,0.86,0.82,7.72,0.76,0.00,NA,NA,0.06,7.72,0.79,0.00,4.00,189.00,2006.00,837.00,0.00,15.00,-0.42,-0.15,1.03,1439.44,203.98
37D7603,0.82,10.84,0.86,0.74,7.99,0.77,0.00,NA,NA,0.07,7.99,0.92,0.00,4.00,189.00,2006.00,846.00,0.00,5.00,-0.32,-0.25,1.11,1348.16,151.99
37D7604,0.95,5.81,0.92,0.95,7.99,0.86,0.00,NA,NA,0.00,NA,NA,0.00,4.00,189.00,2006.00,909.00,0.00,5.00,-0.78,0.26,0.76,1885.70,282.06
37D7605,0.67,18.23,0.65,0.44,39.68,0.58,0.09,15.87,0.69,0.14,23.81,0.50,0.00,4.00,189.00,2006.00,858.00,0.00,15.00,-0.25,-0.13,1.62,1502.99,96.42
37D7606,0.67,11.45,0.82,0.67,23.64,0.76,0.00,NA,NA,0.00,NA,NA,0.20,4.00,189.00,2006.00,827.00,0.00,1.00,-0.64,0.12,1.27,1655.96,284.18
37D7608,0.59,12.43,0.94,0.49,16.10,0.89,0.08,8.05,0.79,0.00,NA,NA,0.00,4.00,189.00,2006.00,921.00,0.00,5.00,-0.66,0.54,1.44,2201.90,110.50
37D7609,0.52,11.44,0.74,0.34,23.81,0.69,0.09,7.94,0.94,0.09,7.94,0.64,0.00,4.00,189.00,2006.00,936.00,0.00,15.00,-0.71,0.18,1.56,2147.83,52.48
38A1101,0.69,6.57,0.84,0.57,7.94,0.87,0.06,7.94,0.90,0.08,23.81,0.44,0.19,4.00,181.00,2004.00,955.00,0.00,5.00,-0.60,0.01,1.44,1650.51,138.89
38A1104,0.92,5.81,0.95,0.47,23.98,0.57,0.19,7.99,0.94,0.25,15.99,0.61,0.06,4.00,181.00,2004.00,941.00,0.00,5.00,-0.93,0.38,1.50,1651.37,166.99
38A1108,0.52,6.08,0.79,0.35,23.64,0.58,0.00,NA,NA,0.17,23.64,0.47,0.31,4.00,181.00,2004.00,930.00,0.00,15.00,-0.72,0.12,1.61,1590.80,114.53
38A1203,0.80,11.70,0.92,0.75,16.10,0.88,0.01,16.10,-1.00,0.04,8.05,0.71,0.18,4.00,166.00,2007.00,919.00,0.00,5.00,-0.98,0.45,1.11,1667.72,125.27
38A1205,1.01,6.51,0.97,0.58,7.94,0.84,0.20,7.94,0.74,0.22,15.87,0.37,0.00,4.00,166.00,2007.00,909.00,0.00,5.00,-0.98,0.45,1.28,1760.41,140.39
38A1207,0.95,5.46,0.93,0.94,8.05,0.87,0.00,NA,NA,0.01,16.10,-1.00,0.00,4.00,166.00,2007.00,835.00,0.00,5.00,-0.84,0.30,0.77,1824.00,126.93
38A1209,0.92,5.76,0.85,0.23,7.99,0.89,0.36,15.99,0.68,0.33,23.98,0.53,0.00,4.00,166.00,2007.00,932.00,0.00,5.00,-0.52,0.07,1.51,1267.31,145.17
38A1311,0.85,5.80,0.81,0.78,8.05,0.73,0.00,NA,NA,0.06,8.05,0.90,0.00,4.00,166.00,2007.00,752.00,0.00,5.00,-0.52,0.00,1.12,1578.83,154.30
38A1312,0.78,5.42,0.80,0.31,15.99,0.72,0.08,15.99,0.36,0.39,15.99,0.54,0.14,4.00,166.00,2007.00,742.00,0.00,5.00,-0.61,0.10,1.60,1499.08,357.93
38A1313,0.69,6.31,0.88,0.55,8.11,0.78,0.00,NA,NA,0.14,24.33,0.55,0.21,4.00,166.00,2007.00,709.00,0.00,5.00,-0.51,0.05,1.36,1292.34,188.10
38A1408,0.69,11.82,0.84,0.62,15.43,0.78,0.00,NA,NA,0.09,15.43,0.62,0.21,1.00,182.00,2005.00,658.00,0.00,5.00,-0.65,0.14,1.42,1636.09,142.44
38A1502,0.83,6.18,0.79,0.68,7.94,0.57,0.00,NA,NA,0.15,31.75,0.59,0.00,4.00,166.00,2007.00,630.00,0.00,2.00,-0.48,0.00,1.26,1312.06,154.96
38A1506,0.63,6.60,0.83,0.47,16.10,0.71,0.00,NA,NA,0.14,16.10,0.61,0.29,4.00,166.00,2007.00,529.00,0.00,5.00,-0.34,0.00,1.45,1427.90,221.35
38A1602,0.96,5.73,0.92,0.51,15.76,0.72,0.11,31.52,0.36,0.34,15.76,0.44,0.01,1.00,182.00,2005.00,902.00,0.00,7.00,-0.31,0.07,1.40,1683.02,113.84
38A1605,1.00,6.71,0.98,0.61,8.11,0.71,0.10,16.22,0.68,0.26,32.44,0.47,0.01,1.00,182.00,2005.00,802.00,0.00,7.00,-0.83,0.38,1.23,1634.53,158.04
38A1606,0.77,5.80,0.80,0.26,32.21,0.56,0.40,8.05,0.80,0.09,24.15,0.37,0.00,1.00,182.00,2005.00,933.00,0.00,7.00,-0.84,0.31,1.58,1511.16,159.48
38A1607,0.82,6.31,0.94,0.09,8.11,0.88,0.24,40.55,0.47,0.48,16.22,0.71,0.00,1.00,182.00,2005.00,912.00,0.00,7.00,-0.34,0.11,1.47,1658.38,49.68
38A1608,0.67,5.42,0.83,0.57,7.99,0.70,0.03,7.99,0.23,0.06,7.99,0.65,0.24,1.00,182.00,2005.00,849.00,0.00,7.00,-0.58,0.08,1.42,1342.00,206.94
38A2102,0.90,6.13,0.85,0.68,15.87,0.72,0.14,15.87,0.71,0.09,15.87,0.47,0.00,4.00,178.00,2007.00,753.00,0.00,5.00,-0.64,0.10,1.28,1644.47,115.33
38A2105,0.69,5.76,0.81,0.21,39.97,0.55,0.25,15.99,0.71,0.23,31.97,0.45,0.15,4.00,178.00,2007.00,825.00,0.00,5.00,-0.57,0.04,1.80,1213.99,185.30
38A2110,0.90,6.52,0.97,0.09,15.76,0.50,0.49,15.76,0.63,0.33,31.52,0.52,0.10,4.00,178.00,2007.00,816.00,0.00,7.00,-0.62,0.30,1.38,1310.63,160.72
38A2205,0.74,5.68,0.78,0.43,15.76,0.67,0.07,7.88,0.92,0.26,31.52,0.49,0.00,4.00,178.00,2007.00,735.00,0.00,15.00,-0.64,0.10,1.68,1418.89,95.35
38A2208,0.99,6.17,0.98,0.67,15.99,0.80,0.11,15.99,0.73,0.21,7.99,0.46,0.00,4.00,178.00,2007.00,744.00,0.00,5.00,-0.90,0.41,1.20,1539.40,106.19
38A2210,0.97,5.85,0.97,0.67,8.05,0.68,0.13,8.05,0.59,0.18,8.05,0.57,0.00,4.00,178.00,2007.00,716.00,0.00,7.00,-0.81,0.34,1.24,1270.58,238.62
38A2303,0.75,10.84,0.83,0.62,7.99,0.62,0.01,7.99,1.00,0.09,23.98,0.17,0.11,4.00,181.00,2004.00,901.00,0.00,5.00,-0.64,0.05,1.48,1672.73,75.89
38A2304,0.90,5.85,0.93,0.85,8.05,0.85,0.00,NA,NA,0.04,8.05,0.59,0.05,4.00,181.00,2004.00,741.00,0.00,5.00,-0.83,0.28,1.02,1296.01,292.48
38A2306,0.90,6.57,0.88,0.90,7.94,0.85,0.00,NA,NA,0.00,NA,NA,0.03,4.00,181.00,2004.00,755.00,0.00,5.00,-0.67,0.15,0.90,1470.79,170.96
38A2307,0.90,5.56,0.87,0.92,7.72,0.75,0.00,NA,NA,0.01,7.72,1.00,0.00,4.00,181.00,2004.00,846.00,0.00,5.00,-0.67,0.11,0.89,1523.29,138.10
38A2401,0.82,6.60,0.80,0.70,16.10,0.72,0.02,8.05,0.49,0.06,8.05,0.48,0.16,4.00,154.00,2007.00,909.00,0.00,9.00,-0.74,0.25,1.26,1446.90,253.16
38A2402,0.77,6.13,0.91,0.44,23.81,0.63,0.15,15.87,0.72,0.20,23.81,0.31,0.09,4.00,154.00,2007.00,1008.00,0.00,5.00,-0.44,0.07,1.66,1579.11,101.22
38A2407,0.95,5.84,0.97,0.55,24.33,0.72,0.08,32.44,0.44,0.29,32.44,0.52,0.00,4.00,154.00,2007.00,847.00,0.00,5.00,-0.90,0.42,1.35,1509.42,145.41
38A2408,0.67,6.08,0.68,0.49,15.76,0.60,0.00,NA,NA,0.20,15.76,0.64,0.24,4.00,154.00,2007.00,933.00,0.00,15.00,-0.67,0.13,1.45,1596.32,224.22
38A2409,0.82,5.68,0.89,0.70,7.88,0.70,0.04,7.88,0.85,0.09,7.88,0.44,0.06,4.00,154.00,2007.00,857.00,0.00,5.00,-0.76,0.25,1.42,1591.03,132.39
38A2410,1.02,6.21,0.97,0.98,8.11,0.97,0.00,NA,NA,0.00,NA,NA,0.00,4.00,154.00,2007.00,945.00,0.00,5.00,-0.91,0.42,0.61,1664.68,104.45
38A2501,0.69,6.56,0.87,0.38,23.98,0.65,0.07,15.99,0.52,0.22,31.97,0.44,0.24,4.00,154.00,2007.00,828.00,0.00,15.00,-0.51,0.05,1.60,1361.21,84.89
38A2502,0.59,11.53,0.85,0.30,31.75,0.58,0.05,15.87,0.35,0.24,23.81,0.45,0.22,4.00,154.00,2007.00,701.00,0.00,15.00,-0.42,-0.11,1.73,1203.78,141.69
38A2503,1.01,6.60,0.97,0.63,16.10,0.73,0.01,8.05,NA,0.35,16.10,0.53,0.00,4.00,154.00,2007.00,753.00,0.00,5.00,-0.89,0.41,1.10,1224.06,189.69
38A2504,0.96,5.46,0.98,0.06,16.10,0.58,0.29,24.15,0.38,0.59,8.05,0.55,0.00,4.00,154.00,2007.00,717.00,0.00,7.00,-0.95,0.44,1.29,1212.02,164.69
38A2506,0.66,17.68,0.86,0.67,16.22,0.82,0.01,8.11,1.00,0.00,NA,NA,0.27,4.00,154.00,2007.00,818.00,0.00,15.00,-0.78,0.31,1.14,1286.29,233.17
38A2508,0.99,6.16,0.96,0.27,16.10,0.65,0.60,8.05,0.85,0.09,16.10,0.44,0.00,4.00,154.00,2007.00,743.00,0.00,5.00,-0.83,0.33,1.30,1511.24,63.12
38A2601,0.82,5.42,0.86,0.15,47.96,0.41,0.19,7.99,0.65,0.47,23.98,0.44,0.09,4.00,181.00,2004.00,602.00,0.00,7.00,-0.46,0.01,1.60,1568.87,74.19
38A2602,0.65,5.72,0.88,0.54,15.87,0.82,0.04,7.94,0.85,0.08,7.94,1.00,0.21,4.00,181.00,2004.00,650.00,0.00,15.00,-0.89,0.38,1.54,1346.75,118.54
38A2604,0.74,6.22,0.79,0.42,24.15,0.48,0.02,8.05,1.00,0.30,40.26,0.47,0.10,4.00,181.00,2004.00,550.00,0.00,15.00,-0.36,-0.17,1.52,1471.25,114.21
38A2606,0.85,5.42,0.85,0.52,7.99,0.74,0.13,7.99,0.55,0.20,23.98,0.35,0.00,4.00,181.00,2004.00,615.00,0.00,5.00,-0.62,0.09,1.53,1302.67,159.15
38A2608,0.97,6.17,0.95,0.94,7.99,0.90,0.00,NA,NA,0.04,15.99,0.59,0.00,4.00,181.00,2004.00,628.00,0.00,15.00,-0.81,0.33,0.81,1365.82,218.32
38A3101,0.85,5.73,0.82,0.52,23.64,0.74,0.21,7.88,0.78,0.14,39.40,0.36,0.00,4.00,178.00,2007.00,554.00,0.00,5.00,0.01,-0.20,1.51,1334.31,178.50
38A3102,0.95,6.57,0.92,0.47,7.94,0.62,0.20,7.94,0.85,0.29,23.81,0.68,0.00,4.00,178.00,2007.00,543.00,0.00,7.00,-0.65,0.23,1.38,1466.60,145.46
38A3105,0.92,6.60,0.86,0.58,8.05,0.71,0.10,16.10,0.63,0.21,40.26,0.31,0.00,4.00,178.00,2007.00,520.00,0.00,5.00,-0.35,-0.04,1.39,1693.33,117.94
38A3201,0.89,5.50,0.94,0.77,8.11,0.79,0.00,NA,NA,0.09,16.22,0.62,0.09,1.00,172.00,2005.00,838.00,0.00,5.00,-0.81,0.29,1.13,1641.28,200.42
38A3202,0.90,6.22,0.90,0.33,32.21,0.51,0.00,NA,NA,0.55,8.05,0.77,0.00,1.00,174.00,2005.00,1005.00,0.00,7.00,-0.59,0.29,1.26,1492.12,148.75
38A3205,1.00,6.57,0.98,1.00,7.94,0.98,0.00,NA,NA,0.00,NA,NA,0.00,1.00,174.00,2005.00,944.00,0.00,5.00,-0.89,0.41,0.66,1738.77,211.21
38A3206,0.89,6.57,0.87,0.34,23.81,0.78,0.10,39.68,0.41,0.47,23.81,0.57,0.00,1.00,172.00,2005.00,939.00,0.00,1.00,-0.10,-0.12,1.39,1422.55,248.19
38A3301,0.91,6.17,0.85,0.39,15.99,0.71,0.18,7.99,0.83,0.32,15.99,0.56,0.00,4.00,176.00,2007.00,942.00,0.00,5.00,-0.26,-0.09,1.48,1737.34,129.98
38A3303,0.90,5.85,0.85,0.18,16.10,0.57,0.44,8.05,0.95,0.27,40.26,0.48,0.00,4.00,176.00,2007.00,925.00,0.00,7.00,-0.27,-0.09,1.47,1788.73,72.39
38A3304,1.01,6.98,0.97,0.47,15.87,0.78,0.21,15.87,0.65,0.31,23.81,0.69,0.01,4.00,176.00,2007.00,842.00,0.00,5.00,-0.86,0.40,1.34,1519.92,274.75
38A3305,0.97,6.08,0.95,0.23,7.94,0.63,0.59,7.94,0.81,0.14,47.62,0.35,0.00,4.00,176.00,2007.00,915.00,0.00,5.00,-0.72,0.29,1.37,1751.08,109.01
38A3306,0.92,6.13,0.85,0.19,23.81,0.57,0.27,7.94,0.67,0.47,15.87,0.40,0.00,4.00,176.00,2007.00,906.00,0.00,5.00,-0.54,0.11,1.44,1771.52,235.11
38A3307,0.95,6.08,0.90,0.57,7.88,0.70,0.16,15.76,0.81,0.23,31.52,0.41,0.00,4.00,176.00,2007.00,805.00,0.00,5.00,-0.61,0.17,1.38,1770.89,99.79
38A3310,0.69,11.53,0.68,0.61,15.87,0.66,0.01,7.94,NA,0.06,7.94,0.79,0.25,4.00,176.00,2007.00,854.00,0.00,5.00,-0.55,0.08,1.34,1492.92,133.61
38A3401,0.95,6.57,0.92,0.21,7.94,0.60,0.10,15.87,0.52,0.64,7.94,0.69,0.00,4.00,176.00,2007.00,656.00,0.00,5.00,-0.50,0.20,1.31,1591.28,69.38
38A3404,0.85,6.22,0.78,0.42,40.26,0.55,0.06,8.05,0.69,0.36,16.10,0.64,0.00,4.00,176.00,2007.00,721.00,0.00,5.00,-0.50,0.04,1.52,1547.78,145.10
38A3409,0.97,5.72,0.98,0.17,23.81,0.76,0.16,39.68,0.20,0.66,7.94,0.55,0.00,4.00,176.00,2007.00,741.00,0.00,7.00,-0.69,0.29,1.26,1333.19,137.16
38A3410,0.62,15.70,0.81,0.36,23.15,0.75,0.15,7.72,0.83,0.13,30.86,0.55,0.12,4.00,176.00,2007.00,754.00,0.00,15.00,-0.60,0.07,1.88,1511.39,57.56
38A3501,0.53,18.25,0.79,0.39,31.52,0.69,0.00,NA,NA,0.14,7.88,0.82,0.11,1.00,182.00,2005.00,544.00,0.00,7.00,-0.50,0.06,1.80,1762.60,126.50
38A3502,0.87,5.80,0.82,0.24,32.21,0.46,0.14,24.15,0.53,0.48,24.15,0.62,0.12,1.00,182.00,2005.00,508.00,0.00,5.00,-0.66,0.31,1.48,1613.08,225.38
38A3504,0.52,5.76,0.90,0.08,15.99,0.65,0.19,7.99,0.69,0.26,31.97,0.51,0.26,1.00,182.00,2005.00,616.00,0.00,1.00,-0.39,-0.02,1.86,1282.99,231.02
38A3508,0.79,6.17,0.85,0.73,7.99,0.79,0.02,7.99,1.00,0.03,7.99,0.75,0.11,1.00,182.00,2005.00,606.00,0.00,5.00,-0.39,0.05,1.27,1485.08,130.26
38A3601,0.78,10.77,0.84,0.74,15.87,0.66,0.00,NA,NA,0.04,7.94,0.71,0.00,4.00,162.00,2004.00,837.00,0.00,2.00,-0.41,-0.01,1.21,1355.89,198.50
38A3602,0.66,6.57,0.81,0.24,15.87,0.57,0.24,23.81,0.44,0.19,15.87,0.61,0.05,4.00,162.00,2004.00,903.00,0.00,5.00,-0.55,-0.01,1.72,1459.66,172.85
38A3603,0.64,5.73,0.86,0.38,7.88,0.66,0.05,15.76,0.48,0.21,31.52,0.52,0.27,4.00,162.00,2004.00,918.00,0.00,7.00,-0.68,0.13,1.61,1725.14,95.15
38A3607,0.61,12.25,0.88,0.04,23.81,0.18,0.24,7.94,0.45,0.33,15.87,0.49,0.26,4.00,162.00,2004.00,945.00,0.00,7.00,-0.82,0.29,1.66,1629.39,157.50
38A4103,0.80,5.42,0.89,0.74,7.99,0.79,0.03,15.99,0.23,0.05,15.99,0.35,0.07,1.00,172.00,2005.00,827.00,0.00,5.00,-0.79,0.32,1.27,1661.75,141.84
38A4108,0.54,11.12,0.83,0.52,15.43,0.71,0.00,NA,NA,0.06,15.43,0.56,0.32,1.00,172.00,2005.00,745.00,0.00,8.00,-0.19,-0.17,1.57,1032.42,276.81
38A4109,0.95,5.42,0.98,0.26,7.99,0.61,0.11,15.99,0.55,0.58,23.98,0.64,0.00,1.00,172.00,2005.00,852.00,0.00,7.00,-0.93,0.41,1.36,1244.53,64.45
38A4302,0.84,5.73,0.83,0.28,7.88,0.49,0.20,7.88,0.64,0.38,39.40,0.49,0.05,4.00,176.00,2007.00,534.00,0.00,5.00,-0.48,0.00,1.59,1234.51,219.87
38A4502,0.53,12.25,0.60,0.48,15.87,0.55,0.00,NA,NA,0.03,7.94,0.75,0.26,4.00,162.00,2004.00,726.00,0.00,15.00,-0.61,0.07,1.56,1299.98,95.06
38A4504,0.77,6.08,0.81,0.52,23.64,0.64,0.14,23.64,0.55,0.13,15.76,0.80,0.09,4.00,162.00,2004.00,643.00,0.00,9.00,-0.69,0.14,1.61,1488.93,185.64
38A4505,0.57,10.84,0.81,0.40,23.98,0.62,0.04,7.99,0.79,0.12,23.98,0.52,0.35,4.00,162.00,2004.00,601.00,0.00,15.00,-0.57,0.07,1.57,1356.72,159.84
38A4507,0.97,6.46,0.95,0.78,15.76,0.88,0.05,31.52,0.35,0.13,23.64,0.51,0.05,4.00,162.00,2004.00,622.00,0.00,5.00,-0.73,0.34,1.14,1597.02,153.67
38B1103,0.60,11.12,0.84,0.36,23.15,0.62,0.07,7.72,0.76,0.17,23.15,0.52,0.34,4.00,160.00,2007.00,951.00,0.00,9.00,-0.69,0.16,1.67,1428.74,147.50
38B1303,0.80,6.17,0.92,0.30,31.97,0.63,0.17,23.98,0.64,0.32,23.98,0.50,0.14,4.00,155.00,2004.00,834.00,0.00,5.00,-0.66,0.19,1.64,1422.46,129.66
38B1304,0.96,5.38,0.95,0.95,7.94,0.87,0.00,NA,NA,0.00,NA,NA,0.01,4.00,155.00,2004.00,737.00,0.00,5.00,-0.66,0.23,0.79,1319.05,230.63
38B1405,0.77,11.70,0.83,0.57,24.15,0.66,0.05,8.05,0.35,0.14,24.15,0.43,0.09,4.00,154.00,2004.00,859.00,0.00,9.00,-0.70,0.14,1.51,1201.58,102.60
38B1502,0.97,5.38,0.94,0.47,15.87,0.59,0.06,7.94,0.79,0.43,23.81,0.52,0.02,4.00,155.00,2004.00,525.00,0.00,7.00,-0.67,0.27,1.36,918.89,314.30
38B1503,0.69,19.70,0.71,0.68,15.87,0.66,0.00,NA,NA,0.02,15.87,0.49,0.00,4.00,155.00,2004.00,616.00,0.00,5.00,-0.40,-0.17,1.28,968.28,90.22
38B1507,0.67,5.46,0.96,0.57,8.05,0.77,0.00,NA,NA,0.11,24.15,0.46,0.28,4.00,155.00,2004.00,601.00,0.00,5.00,-0.59,0.22,1.36,975.13,362.29
38B1603,0.79,6.08,0.90,0.60,15.76,0.78,0.08,15.76,0.44,0.14,23.64,0.50,0.13,4.00,154.00,2004.00,646.00,0.00,15.00,-0.71,0.20,1.45,1287.14,131.52
38B1607,0.98,6.22,0.98,0.06,24.15,0.39,0.42,24.15,0.42,0.51,32.21,0.54,0.00,4.00,154.00,2004.00,625.00,0.00,7.00,-0.68,0.32,1.22,1023.10,156.91
38B2107,0.91,5.91,0.85,0.00,NA,NA,0.52,30.86,0.34,0.40,38.58,0.42,0.00,4.00,160.00,2007.00,528.00,0.00,5.00,-0.77,0.21,1.33,1398.18,222.00
38B2108,0.95,6.12,0.97,0.09,15.99,0.82,0.47,7.99,0.75,0.38,31.97,0.50,0.05,4.00,160.00,2007.00,540.00,0.00,5.00,-0.96,0.44,1.38,1170.74,302.09
38B2206,0.97,6.51,0.96,0.49,7.94,0.75,0.13,23.81,0.39,0.34,23.81,0.53,0.03,4.00,154.00,2007.00,603.00,0.00,5.00,-0.89,0.39,1.38,1514.84,183.64
38B2208,0.82,6.18,0.85,0.60,7.94,0.74,0.11,31.75,0.46,0.12,23.81,0.35,0.12,4.00,154.00,2007.00,619.00,0.00,15.00,-0.66,0.21,1.41,1130.43,196.09
38B2301,0.59,5.76,0.89,0.12,23.98,0.34,0.27,31.97,0.51,0.20,15.99,0.46,0.35,4.00,153.00,2004.00,838.00,0.00,7.00,-0.73,0.23,1.63,954.19,333.48
38B2302,0.90,6.60,0.87,0.29,8.05,0.69,0.05,24.15,0.09,0.53,8.05,0.61,0.00,4.00,153.00,2004.00,855.00,0.00,5.00,-0.31,0.00,1.43,1316.01,204.20
38B2307,0.83,5.46,0.84,0.24,24.15,0.62,0.29,16.10,0.78,0.29,24.15,0.67,0.09,4.00,153.00,2004.00,941.00,0.00,1.00,-0.30,-0.04,1.65,1160.43,289.69
38B2401,0.72,10.47,0.90,0.46,15.43,0.58,0.01,7.72,NA,0.27,15.43,0.65,0.29,4.00,150.00,2007.00,730.00,0.00,5.00,-0.86,0.40,1.39,1424.36,145.81
38B2403,0.54,16.68,0.78,0.26,30.86,0.52,0.08,7.72,0.65,0.21,15.43,0.66,0.37,4.00,150.00,2007.00,651.00,0.00,5.00,-0.48,0.00,1.66,1121.52,146.70
38B2407,0.57,17.16,0.65,0.32,47.62,0.46,0.02,15.87,0.49,0.24,23.81,0.50,0.04,4.00,150.00,2007.00,802.00,0.00,15.00,-0.36,-0.25,1.79,928.91,117.14
38B2408,0.54,25.05,0.71,0.34,24.33,0.81,0.03,24.33,0.24,0.15,16.22,0.62,0.04,4.00,150.00,2007.00,813.00,0.00,2.00,0.21,-0.58,1.65,1002.55,152.00
38B2502,0.90,5.81,0.91,0.61,7.99,0.73,0.09,7.99,0.69,0.20,31.97,0.59,0.10,4.00,153.00,2004.00,611.00,0.00,5.00,-0.87,0.40,1.35,1322.51,148.46
38B2503,0.87,6.57,0.84,0.64,15.87,0.68,0.04,15.87,0.39,0.20,15.87,0.57,0.04,4.00,153.00,2004.00,730.00,0.00,5.00,-0.15,-0.09,1.32,1086.64,148.33
38B2504,0.80,6.98,0.74,0.34,23.81,0.53,0.10,23.81,0.41,0.36,23.81,0.50,0.21,4.00,153.00,2004.00,525.00,0.00,5.00,-0.78,0.36,1.47,1249.17,192.69
38B2506,0.59,6.22,0.76,0.35,24.15,0.69,0.10,32.21,0.30,0.15,16.10,0.51,0.29,4.00,153.00,2004.00,748.00,0.00,5.00,-0.70,0.20,1.65,1147.59,161.02
38B2508,0.77,18.63,0.74,0.33,24.33,0.46,0.10,8.11,0.73,0.30,32.44,0.50,0.00,4.00,153.00,2004.00,556.00,0.00,9.00,-0.49,-0.01,1.72,1358.83,90.40
38B2509,0.96,6.12,0.97,0.49,7.99,0.78,0.04,15.99,0.26,0.40,31.97,0.49,0.01,4.00,153.00,2004.00,634.00,0.00,5.00,-0.87,0.40,1.36,1084.01,296.00
