LID,TYPE40,PD40,CL40,TYPE41,PD41,CL41,TYPE42,PD42,CL42,TYPE43,PD43,CL43,TYPE80,obscode,Dia,Ano,Start,LULC,habitat,MQCOMP1,MQCOMP2,SHDI,ELEV_MEAN,ELEV_RANGE
33D4605,0.86,0.92,0.88,0.74,1.27,0.67,0.00,NA,NA,0.13,6.34,0.60,0.00,19.00,180.00,2008.00,804.00,1.00,5.00,-1.04,0.50,1.12,1880.95,420.69
33D4608,0.94,0.95,0.94,0.81,3.83,0.78,0.01,1.28,0.75,0.12,12.76,0.47,0.00,19.00,180.00,2008.00,835.00,0.00,5.00,-1.04,0.50,1.05,1809.98,495.06
33D4615,0.99,0.94,0.98,0.76,2.54,0.71,0.03,2.54,0.52,0.21,12.70,0.45,0.00,19.00,180.00,2008.00,846.00,0.00,5.00,-1.00,0.45,1.07,1714.97,497.60
33D5104,0.96,0.92,0.95,0.89,1.27,0.83,0.00,NA,NA,0.07,8.92,0.61,0.00,19.00,181.00,2008.00,652.00,0.00,5.00,-0.90,0.33,0.89,1870.25,494.60
33D5105,0.98,0.92,0.95,0.69,3.81,0.73,0.05,1.27,0.72,0.24,10.16,0.56,0.00,19.00,181.00,2008.00,731.00,0.00,5.00,-0.96,0.40,1.19,1967.93,344.34
33D5107,0.85,0.92,0.86,0.55,5.09,0.75,0.07,3.82,0.48,0.23,12.73,0.61,0.00,19.00,181.00,2008.00,701.00,0.00,7.00,-0.66,0.05,1.56,1694.43,434.95
33D5108,0.94,0.92,0.91,0.63,2.55,0.82,0.15,2.55,0.69,0.17,11.47,0.63,0.00,19.00,181.00,2008.00,712.00,0.00,7.00,-0.75,0.16,1.36,1659.09,470.87
33D5205,0.98,0.95,0.97,0.89,1.28,0.87,0.01,2.55,0.47,0.07,10.21,0.57,0.00,19.00,182.00,2008.00,609.00,0.00,5.00,-1.04,0.50,0.89,1661.55,555.15
33D5208,0.99,0.92,0.98,0.84,1.27,0.81,0.00,NA,NA,0.15,10.18,0.63,0.00,19.00,182.00,2008.00,600.00,0.00,5.00,-0.99,0.45,0.91,1868.76,563.32
33D5209,0.96,0.92,0.95,0.89,3.81,0.86,0.00,1.27,0.50,0.08,5.08,0.61,0.00,19.00,182.00,2008.00,548.00,0.00,18.00,-1.03,0.50,0.89,1684.57,362.77
33D5210,0.94,0.95,0.93,0.82,1.28,0.80,0.04,3.83,0.71,0.07,5.10,0.56,0.00,19.00,182.00,2008.00,620.00,0.00,1.00,-0.86,0.37,1.09,1551.41,569.11
33D5211,0.95,0.95,0.94,0.91,1.27,0.86,0.00,NA,NA,0.04,3.81,0.67,0.00,19.00,181.00,2008.00,1006.00,1.00,5.00,-1.02,0.46,0.88,2066.02,407.49
33D5301,0.84,1.84,0.93,0.53,5.09,0.78,0.13,5.09,0.76,0.18,7.63,0.70,0.00,19.00,180.00,2008.00,730.00,0.00,7.00,-0.90,0.41,1.48,1399.46,712.71
33D5303,0.79,0.92,0.86,0.56,1.27,0.74,0.14,6.34,0.75,0.09,8.88,0.52,0.00,19.00,180.00,2008.00,721.00,0.00,1.00,-0.57,0.13,1.55,1414.71,783.39
33D5309,0.87,0.97,0.93,0.74,3.82,0.80,0.08,6.36,0.63,0.05,6.36,0.55,0.03,19.00,180.00,2008.00,740.00,0.00,7.00,-0.66,0.17,1.33,1366.15,665.71
33D5401,0.79,2.85,0.91,0.63,3.83,0.82,0.07,5.11,0.74,0.10,6.39,0.51,0.06,7.00,187.00,2006.00,950.00,0.00,3.00,-0.78,0.30,1.48,1355.39,648.39
33D5402,0.78,1.85,0.84,0.54,6.39,0.65,0.05,5.11,0.74,0.19,11.49,0.66,0.05,7.00,187.00,2006.00,934.00,0.00,1.00,-0.48,0.02,1.64,1390.74,608.04
33D5403,0.89,0.95,0.95,0.86,1.28,0.89,0.00,1.28,1.00,0.02,2.55,0.45,0.03,7.00,187.00,2006.00,942.00,0.00,5.00,-0.79,0.26,1.03,1366.20,670.06
33D5404,0.80,1.94,0.90,0.62,5.10,0.75,0.02,2.55,0.54,0.16,10.19,0.60,0.06,7.00,187.00,2006.00,1000.00,0.00,5.00,-0.84,0.31,1.51,1373.50,707.55
33D5405,0.61,3.71,0.87,0.37,8.95,0.65,0.07,5.11,0.67,0.17,12.79,0.53,0.28,7.00,187.00,2006.00,925.00,0.00,5.00,-0.35,-0.10,1.74,1463.04,832.64
33D5501,0.87,1.89,0.89,0.59,7.63,0.79,0.08,5.09,0.67,0.19,7.63,0.69,0.03,19.00,180.00,2008.00,942.00,0.00,1.00,-0.91,0.44,1.49,1441.22,521.50
33D5512,0.78,0.93,0.89,0.55,6.38,0.75,0.01,1.28,0.83,0.23,8.93,0.81,0.13,19.00,180.00,2008.00,954.00,0.00,15.00,-0.84,0.38,1.50,1289.85,497.45
33D5515,1.00,0.94,0.99,0.76,3.81,0.80,0.03,3.81,0.56,0.20,10.17,0.53,0.00,19.00,180.00,2008.00,857.00,0.00,5.00,-1.03,0.50,1.04,1579.42,626.65
33D5516,0.84,0.95,0.91,0.57,7.63,0.77,0.08,2.54,0.80,0.18,15.26,0.54,0.06,19.00,180.00,2008.00,1009.00,0.00,1.00,-0.50,0.09,1.60,1271.57,598.64
33D5603,0.82,0.92,0.92,0.80,1.27,0.84,0.00,NA,NA,0.01,2.55,0.47,0.12,19.00,180.00,2008.00,1026.00,0.00,1.00,-0.84,0.36,1.15,1223.68,539.25
33D5604,0.66,3.67,0.86,0.28,10.15,0.72,0.17,8.88,0.72,0.21,10.15,0.68,0.19,19.00,180.00,2008.00,919.00,0.00,1.00,-0.38,0.04,1.90,1184.63,484.71
33D5606,0.72,3.80,0.91,0.68,6.38,0.84,0.00,NA,NA,0.04,10.21,0.54,0.02,19.00,182.00,2008.00,659.00,1.00,1.00,2.42,1.76,1.49,1200.55,681.05
33D5611,0.68,3.67,0.89,0.63,5.09,0.78,0.01,1.27,0.40,0.04,5.09,0.52,0.04,19.00,182.00,2008.00,637.00,0.00,1.00,0.25,-0.13,1.51,1169.27,508.58
33D6102,0.72,2.92,0.83,0.58,5.10,0.70,0.04,6.38,0.60,0.09,7.65,0.54,0.07,7.00,188.00,2006.00,702.00,0.00,2.00,-0.36,-0.13,1.65,1359.99,459.41
33D6104,0.62,3.76,0.82,0.48,5.08,0.70,0.05,6.35,0.66,0.07,6.35,0.57,0.24,7.00,188.00,2006.00,722.00,0.00,15.00,-0.66,0.12,1.81,1393.64,457.74
33D6105,0.71,1.94,0.88,0.31,8.92,0.73,0.22,5.10,0.77,0.18,12.74,0.64,0.20,7.00,188.00,2006.00,512.00,0.00,5.00,-0.17,-0.27,1.71,1324.19,625.43
33D6106,0.75,2.69,0.82,0.61,5.08,0.69,0.03,6.35,0.60,0.11,10.16,0.54,0.04,7.00,188.00,2006.00,733.00,0.00,2.00,-0.55,0.09,1.60,1377.47,420.49
33D6107,0.82,0.92,0.94,0.40,6.36,0.74,0.15,8.90,0.71,0.27,10.17,0.62,0.00,7.00,188.00,2006.00,602.00,0.00,5.00,-1.01,0.49,1.65,1903.42,351.71
33D6108,0.83,0.92,0.92,0.29,8.93,0.71,0.28,3.83,0.78,0.26,17.86,0.57,0.00,7.00,188.00,2006.00,551.00,0.00,7.00,-1.01,0.49,1.68,1733.01,511.20
33D6109,0.79,0.92,0.84,0.65,5.09,0.69,0.02,5.09,0.51,0.12,6.36,0.58,0.00,7.00,188.00,2006.00,744.00,0.00,1.00,-0.28,-0.16,1.47,1393.81,693.60
33D6204,1.00,0.90,0.99,0.76,2.55,0.83,0.04,2.55,0.85,0.20,2.55,0.70,0.00,7.00,188.00,2006.00,902.00,0.00,7.00,-1.06,0.51,1.06,2146.96,559.35
33D6205,1.00,0.92,0.99,0.91,1.28,0.89,0.02,1.28,0.79,0.07,2.56,0.71,0.00,7.00,188.00,2006.00,847.00,0.00,5.00,-1.06,0.51,0.82,1722.18,711.62
33D6206,0.94,1.90,0.93,0.93,1.28,0.91,0.00,2.55,0.25,0.00,2.55,-1.00,0.00,7.00,188.00,2006.00,820.00,0.00,5.00,-0.95,0.50,0.82,1723.37,679.61
33D6207,0.97,0.92,0.96,0.86,2.55,0.82,0.02,1.27,0.70,0.09,2.55,0.60,0.00,7.00,188.00,2006.00,757.00,0.00,7.00,-1.05,0.51,0.96,1580.45,671.48
33D6208,1.00,0.95,0.99,0.86,1.28,0.87,0.04,2.55,0.90,0.10,3.83,0.59,0.00,7.00,188.00,2006.00,913.00,0.00,5.00,-1.04,0.50,0.94,2178.95,519.84
33D6209,0.92,0.92,0.90,0.73,1.28,0.74,0.11,3.83,0.68,0.08,6.39,0.44,0.00,7.00,188.00,2006.00,834.00,0.00,7.00,-0.90,0.50,1.26,1487.79,671.02
33D6211,0.98,0.92,0.96,0.89,1.27,0.80,0.00,NA,NA,0.09,8.88,0.52,0.00,7.00,188.00,2006.00,807.00,0.00,7.00,-1.05,0.51,0.88,1610.86,621.90
33D6213,1.00,0.97,0.99,0.95,1.27,0.91,0.01,1.27,0.86,0.05,7.62,0.46,0.00,7.00,188.00,2006.00,855.00,0.00,5.00,-1.05,0.50,0.76,1993.59,579.94
33D6301,0.87,0.95,0.89,0.61,3.83,0.75,0.02,2.55,0.80,0.23,7.65,0.73,0.02,7.00,188.00,2006.00,622.00,0.00,1.00,-0.82,0.28,1.38,1416.60,664.53
33D6302,0.92,1.00,0.93,0.76,3.81,0.78,0.04,5.09,0.67,0.12,12.71,0.56,0.01,7.00,188.00,2006.00,631.00,0.00,7.00,-0.89,0.36,1.24,1358.22,645.38
33D6303,0.81,2.84,0.88,0.44,8.92,0.74,0.14,2.55,0.74,0.25,11.47,0.61,0.03,7.00,188.00,2006.00,522.00,0.00,15.00,0.99,-0.35,1.73,1223.00,493.69
33D6306,0.82,0.92,0.89,0.65,2.54,0.78,0.05,1.27,0.79,0.11,11.43,0.52,0.10,7.00,188.00,2006.00,542.00,0.00,15.00,-0.70,0.28,1.48,1388.66,676.33
33D6307,0.84,1.85,0.90,0.29,11.49,0.65,0.27,10.22,0.66,0.27,7.66,0.56,0.03,7.00,188.00,2006.00,530.00,0.00,2.00,0.93,-0.15,1.78,1257.80,642.78
33D6308,0.97,0.95,0.96,0.62,2.56,0.72,0.07,3.84,0.70,0.27,14.08,0.59,0.00,7.00,188.00,2006.00,612.00,0.00,7.00,-0.93,0.41,1.29,1542.23,558.83
33D6401,0.98,0.95,0.98,0.92,2.54,0.90,0.01,1.27,1.00,0.06,6.36,0.56,0.00,7.00,188.00,2006.00,956.00,0.00,5.00,-1.06,0.51,0.82,1952.61,413.52
33D6402,1.00,0.95,0.99,0.99,1.27,0.97,0.00,NA,NA,0.01,1.27,0.80,0.00,7.00,188.00,2006.00,932.00,0.00,5.00,-1.06,0.51,0.62,2054.77,518.42
33D6403,0.99,0.90,0.99,0.99,1.27,0.97,0.00,NA,NA,0.01,2.55,0.57,0.00,7.00,188.00,2006.00,940.00,0.00,5.00,-1.06,0.51,0.59,2026.81,398.58
33D6407,1.00,0.95,0.99,0.95,1.28,0.94,0.00,NA,NA,0.04,1.28,0.81,0.00,7.00,188.00,2006.00,923.00,0.00,5.00,-1.02,0.49,0.72,2158.27,495.98
33D6408,1.00,0.95,0.98,0.94,1.27,0.92,0.01,3.81,0.66,0.04,7.63,0.41,0.00,7.00,188.00,2006.00,948.00,0.00,5.00,-1.06,0.51,0.78,1944.62,597.19
33D6409,1.00,0.95,0.99,0.98,1.28,0.93,0.00,NA,NA,0.02,5.11,0.40,0.00,7.00,188.00,2006.00,1007.00,1.00,5.00,-1.06,0.51,0.63,2078.16,412.97
33D6503,0.77,0.92,0.92,0.69,2.54,0.79,0.01,2.54,0.75,0.07,8.89,0.53,0.18,7.00,185.00,2006.00,524.00,0.00,5.00,-0.84,0.31,1.31,1520.86,556.62
33D6504,0.51,4.73,0.87,0.46,7.64,0.77,0.05,8.91,0.54,0.01,2.55,0.14,0.08,7.00,185.00,2006.00,609.00,0.00,4.00,5.39,2.46,1.76,1191.25,742.86
33D6507,0.86,1.95,0.91,0.79,5.10,0.80,0.00,NA,NA,0.06,5.10,0.59,0.00,7.00,185.00,2006.00,545.00,0.00,1.00,0.38,0.26,1.18,1276.46,731.84
33D6510,0.85,0.92,0.90,0.78,1.27,0.74,0.01,2.55,0.77,0.06,14.02,0.49,0.01,7.00,185.00,2006.00,701.00,0.00,15.00,2.12,-1.15,1.22,1311.23,627.73
33D6601,0.79,2.92,0.88,0.79,2.55,0.83,0.00,1.27,NA,0.00,1.27,0.75,0.00,4.00,181.00,2008.00,532.00,0.00,7.00,-0.99,0.43,1.01,1792.27,269.00
33D6604,0.92,0.94,0.93,0.79,2.53,0.84,0.01,1.27,0.66,0.12,6.33,0.68,0.00,4.00,181.00,2008.00,541.00,0.00,7.00,-1.06,0.51,1.10,1878.98,234.00
33D6605,0.75,0.92,0.89,0.62,3.82,0.85,0.07,2.55,0.71,0.05,7.65,0.44,0.07,4.00,181.00,2008.00,521.00,0.00,5.00,-0.99,0.43,1.44,1686.80,178.20
33D6606,0.94,0.95,0.92,0.66,2.55,0.76,0.01,2.55,0.60,0.26,14.03,0.68,0.00,4.00,181.00,2008.00,550.00,0.00,5.00,-1.01,0.45,1.22,1956.08,253.97
33D6607,0.77,0.95,0.88,0.72,3.83,0.84,0.00,NA,NA,0.04,5.10,0.58,0.00,4.00,181.00,2008.00,510.00,0.00,5.00,-1.06,0.51,1.19,1639.61,198.11
33D7101,1.00,0.92,0.99,0.96,1.28,0.92,0.00,NA,NA,0.03,7.65,0.35,0.00,4.00,181.00,2008.00,605.00,0.00,5.00,-1.02,0.49,0.67,1932.94,840.17
33D7102,0.91,0.95,0.94,0.64,3.84,0.71,0.08,6.39,0.51,0.18,7.67,0.52,0.00,4.00,181.00,2008.00,637.00,0.00,7.00,-0.93,0.39,1.35,1481.02,631.90
33D7106,1.00,0.95,0.99,0.71,2.55,0.81,0.05,10.18,0.42,0.24,8.91,0.58,0.00,4.00,181.00,2008.00,626.00,0.00,5.00,-1.01,0.49,1.12,1694.49,866.95
33D7109,0.93,0.92,0.99,0.74,2.54,0.79,0.01,1.27,0.20,0.19,7.63,0.59,0.00,4.00,181.00,2008.00,615.00,0.00,5.00,-1.00,0.48,1.12,2070.79,703.45
33D7205,0.57,4.61,0.85,0.52,7.66,0.78,0.03,1.28,0.82,0.02,2.55,0.51,0.30,4.00,181.00,2008.00,733.00,0.00,5.00,-0.73,0.18,1.50,1441.30,637.99
33D7301,1.00,0.97,0.99,0.75,2.55,0.88,0.16,2.55,0.80,0.09,10.21,0.42,0.00,4.00,180.00,2008.00,738.00,0.00,5.00,-1.02,0.50,1.12,1812.58,336.78
33D7302,0.97,0.95,0.99,0.72,1.28,0.82,0.18,1.28,0.89,0.07,8.94,0.52,0.00,4.00,180.00,2008.00,729.00,0.00,6.00,-1.03,0.50,1.21,1750.25,264.08
33D7406,0.86,0.92,0.89,0.73,2.54,0.71,0.00,NA,NA,0.14,6.36,0.60,0.05,4.00,182.00,2008.00,729.00,0.00,1.00,-0.81,0.28,1.28,1407.16,636.67
33D7407,0.85,0.92,0.90,0.63,3.82,0.68,0.02,3.82,0.44,0.21,10.18,0.57,0.08,4.00,182.00,2008.00,740.00,0.00,5.00,-0.80,0.38,1.42,1389.70,644.02
33D7408,0.94,0.95,0.92,0.89,1.27,0.79,0.00,NA,NA,0.05,6.36,0.41,0.00,4.00,182.00,2008.00,720.00,0.00,7.00,-0.95,0.41,0.91,1476.83,777.34
33D7411,0.98,0.92,0.97,0.94,1.27,0.87,0.00,NA,NA,0.04,7.64,0.51,0.00,4.00,182.00,2008.00,721.00,0.00,7.00,-1.04,0.50,0.76,1556.71,746.47
33D7502,0.80,0.90,0.85,0.76,2.55,0.75,0.01,1.28,0.92,0.02,5.10,0.54,0.00,4.00,180.00,2008.00,715.00,0.00,5.00,-1.03,0.50,1.06,1663.42,467.38
33D7505,0.62,1.88,0.81,0.58,5.07,0.76,0.01,1.27,0.77,0.03,3.81,0.77,0.00,4.00,180.00,2008.00,800.00,0.00,5.00,-0.61,0.12,1.39,1710.26,288.16
33D7507,0.91,1.90,0.92,0.81,1.28,0.88,0.07,2.55,0.88,0.02,3.83,0.40,0.00,4.00,180.00,2008.00,749.00,0.00,5.00,-1.05,0.51,1.11,1716.72,136.61
33D7508,1.00,0.92,0.99,0.98,1.28,0.96,0.00,NA,NA,0.02,3.83,0.32,0.00,4.00,180.00,2008.00,706.00,0.00,5.00,-1.03,0.50,0.63,1541.65,678.18
33D7602,0.78,1.90,0.87,0.57,8.95,0.76,0.02,5.11,0.51,0.18,11.51,0.55,0.00,4.00,180.00,2008.00,823.00,0.00,15.00,-0.69,0.10,1.55,1202.84,723.83
33D7603,0.85,0.92,0.90,0.57,8.90,0.78,0.05,8.90,0.38,0.23,10.17,0.52,0.00,4.00,180.00,2008.00,635.00,0.00,5.00,-1.02,0.50,1.47,1275.84,903.04
33D7604,1.00,0.92,0.99,0.56,3.82,0.77,0.00,NA,NA,0.44,8.92,0.81,0.00,4.00,180.00,2008.00,839.00,0.00,7.00,-1.02,0.49,1.08,1583.52,738.52
33D7606,0.95,0.92,0.95,0.82,2.54,0.84,0.02,2.54,0.75,0.11,5.09,0.71,0.00,4.00,180.00,2008.00,647.00,0.00,5.00,-1.01,0.49,1.05,1315.22,777.63
33D7608,0.79,0.92,0.86,0.51,7.65,0.71,0.04,6.37,0.53,0.24,15.29,0.53,0.03,4.00,180.00,2008.00,832.00,0.00,15.00,-0.35,-0.12,1.66,1198.50,594.12
34A1102,0.78,0.93,0.92,0.62,5.11,0.81,0.02,2.56,0.54,0.14,12.79,0.52,0.20,21.00,168.00,2008.00,632.00,0.00,5.00,-0.91,0.37,1.34,2211.98,391.45
34A1104,0.39,0.92,0.89,0.38,1.27,0.88,0.00,NA,NA,0.00,NA,NA,0.53,21.00,167.00,2008.00,940.00,0.00,5.00,-0.67,0.07,1.56,2186.97,150.90
,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,0.00,0.00,,,
34A1301,0.58,2.83,0.81,0.47,5.07,0.72,0.06,3.81,0.76,0.06,11.42,0.46,0.20,21.00,168.00,2008.00,538.00,0.00,5.00,-0.70,0.11,1.70,1961.70,494.32
34A1302,0.71,1.85,0.92,0.43,6.39,0.78,0.16,5.11,0.76,0.11,11.49,0.47,0.26,21.00,168.00,2008.00,621.00,0.00,15.00,-0.97,0.44,1.59,2043.71,476.01
34A1305,0.91,0.94,0.90,0.78,2.53,0.69,0.04,3.80,0.56,0.11,13.94,0.43,0.00,21.00,168.00,2008.00,515.00,0.00,5.00,-1.05,0.51,1.15,2098.61,390.59
34A1403,0.66,4.59,0.89,0.64,6.36,0.85,0.00,NA,NA,0.02,6.36,0.39,0.20,21.00,167.00,2008.00,613.00,0.00,5.00,-0.68,0.16,1.42,1957.74,323.80
34A1404,0.64,0.92,0.90,0.58,3.82,0.82,0.02,1.27,0.91,0.04,6.37,0.59,0.31,21.00,166.00,2008.00,918.00,0.00,15.00,-0.77,0.25,1.38,2020.53,334.88
34A1501,0.93,0.95,0.93,0.80,1.27,0.82,0.03,2.54,0.65,0.10,8.90,0.58,0.00,1.00,182.00,2004.00,922.00,0.00,5.00,-0.87,0.33,1.12,2127.30,366.78
34A1503,0.80,0.95,0.89,0.66,1.28,0.74,0.01,1.28,0.77,0.13,11.48,0.53,0.06,1.00,183.00,2004.00,912.00,0.00,5.00,-0.90,0.35,1.43,2232.39,550.23
34A1505,0.50,2.92,0.94,0.47,3.82,0.89,0.00,NA,NA,0.03,3.82,0.34,0.44,1.00,182.00,2004.00,954.00,0.00,15.00,-0.87,0.34,1.56,2346.11,295.31
34A1506,0.78,0.94,0.90,0.71,3.82,0.82,0.00,NA,NA,0.06,6.37,0.57,0.11,1.00,183.00,2004.00,703.00,0.00,15.00,-0.84,0.31,1.33,2347.39,418.89
34A1507,0.93,0.94,0.93,0.74,1.27,0.77,0.06,3.81,0.70,0.13,13.97,0.49,0.01,1.00,182.00,2004.00,943.00,0.00,5.00,-0.91,0.35,1.25,2241.90,342.57
34A1508,0.81,0.95,0.91,0.64,3.83,0.69,0.01,3.83,0.61,0.16,8.94,0.58,0.00,1.00,182.00,2004.00,934.00,0.00,5.00,-1.00,0.46,1.36,2152.34,529.17
34A1511,0.83,0.92,0.91,0.73,2.55,0.78,0.04,3.83,0.73,0.05,7.66,0.47,0.13,1.00,183.00,2004.00,653.00,0.00,15.00,-0.87,0.37,1.26,2182.16,226.58
34A1601,0.62,3.71,0.82,0.48,8.94,0.74,0.09,5.11,0.52,0.06,5.11,0.49,0.28,21.00,166.00,2008.00,739.00,0.00,11.00,-0.72,0.16,1.72,2136.64,405.07
34A2101,0.64,0.92,0.81,0.51,3.82,0.72,0.06,5.10,0.72,0.06,11.47,0.44,0.16,21.00,163.00,2008.00,542.00,0.00,15.00,-0.76,0.25,1.60,1869.00,429.50
34A2102,0.95,0.97,0.95,0.86,1.27,0.82,0.01,1.27,0.90,0.08,11.44,0.47,0.00,21.00,163.00,2008.00,609.00,0.00,7.00,-0.92,0.42,1.00,2079.54,528.05
34A2104,0.74,2.75,0.86,0.31,8.89,0.66,0.22,6.35,0.68,0.20,15.24,0.53,0.11,21.00,166.00,2008.00,505.00,0.00,7.00,-0.66,0.17,1.91,1814.85,441.30
34A2106,0.95,0.97,0.96,0.70,1.27,0.78,0.03,3.82,0.41,0.22,7.64,0.61,0.02,21.00,163.00,2008.00,555.00,0.00,7.00,-0.90,0.35,1.24,1966.25,555.84
34A2201,0.71,0.95,0.87,0.57,5.10,0.79,0.10,2.55,0.81,0.03,8.92,0.29,0.21,21.00,163.00,2008.00,734.00,0.00,15.00,-0.63,0.15,1.61,2224.46,314.06
34A2203,0.89,0.92,0.89,0.66,2.55,0.75,0.15,5.11,0.73,0.07,7.66,0.61,0.05,21.00,163.00,2008.00,625.00,0.00,1.00,-0.80,0.23,1.41,2233.65,368.48
34A2205,0.65,1.95,0.88,0.65,2.55,0.85,0.00,NA,NA,0.00,NA,NA,0.26,21.00,163.00,2008.00,638.00,0.00,9.00,-0.80,0.26,1.35,2341.27,222.11
34A2206,0.53,2.85,0.86,0.40,8.93,0.75,0.09,2.55,0.72,0.03,5.10,0.50,0.37,21.00,163.00,2008.00,718.00,0.00,15.00,-0.87,0.32,1.79,2120.81,330.17
34A2207,0.45,3.68,0.85,0.32,8.91,0.65,0.06,5.09,0.50,0.08,5.09,0.64,0.48,21.00,163.00,2008.00,750.00,0.00,15.00,-0.75,0.21,1.58,2122.82,206.78
34A2301,0.84,0.92,0.89,0.71,3.82,0.78,0.07,2.55,0.60,0.07,2.55,0.49,0.05,21.00,166.00,2008.00,558.00,0.00,15.00,-0.91,0.37,1.38,1988.75,330.23
34A2304,0.93,0.92,0.94,0.74,2.55,0.86,0.18,3.82,0.85,0.01,1.27,0.70,0.03,21.00,166.00,2008.00,548.00,0.00,5.00,-0.88,0.37,1.18,2039.30,349.34
34A2403,0.44,3.80,0.86,0.41,3.82,0.80,0.02,3.82,0.63,0.02,2.55,0.66,0.52,21.00,163.00,2008.00,820.00,0.00,5.00,-0.80,0.26,1.31,2027.47,297.13
34A2405,0.70,0.95,0.88,0.42,10.18,0.70,0.09,11.45,0.46,0.19,8.91,0.55,0.22,21.00,163.00,2008.00,859.00,0.00,7.00,-0.81,0.32,1.71,2140.66,358.79
34A2407,0.95,0.95,0.97,0.65,1.28,0.83,0.13,3.83,0.60,0.17,8.94,0.55,0.04,21.00,163.00,2008.00,839.00,0.00,7.00,-1.01,0.49,1.34,2085.77,228.24
34A2501,0.60,1.90,0.85,0.57,3.82,0.78,0.00,NA,NA,0.03,6.37,0.48,0.22,1.00,182.00,2004.00,739.00,0.00,15.00,-0.62,0.07,1.56,2130.47,428.56
34A2502,0.85,0.90,0.90,0.77,1.27,0.75,0.01,1.27,0.87,0.08,5.10,0.56,0.06,1.00,182.00,2004.00,817.00,0.00,15.00,-0.86,0.34,1.24,2180.62,470.01
34A2507,0.72,1.89,0.84,0.72,2.55,0.79,0.00,NA,NA,0.00,NA,NA,0.16,1.00,182.00,2004.00,835.00,0.00,15.00,-0.85,0.35,1.23,2513.60,181.34
34A2515,0.68,2.83,0.88,0.68,2.55,0.85,0.00,NA,NA,0.00,NA,NA,0.19,1.00,182.00,2004.00,844.00,0.00,5.00,-0.87,0.38,1.26,2378.33,400.73
34A2605,0.58,1.83,0.81,0.57,6.35,0.76,0.00,1.27,1.00,0.01,1.27,0.87,0.31,21.00,164.00,2008.00,520.00,0.00,15.00,-0.65,0.14,1.40,2232.34,217.13
,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,,,,,0.00,0.00,,,
34A3105,0.63,0.95,0.86,0.54,2.54,0.79,0.03,3.81,0.69,0.06,3.81,0.52,0.19,1.00,181.00,2004.00,845.00,0.00,5.00,-0.85,0.35,1.65,2091.92,229.99
34A3114,0.42,3.69,0.89,0.22,14.05,0.65,0.10,3.83,0.78,0.10,8.94,0.54,0.50,1.00,181.00,2004.00,903.00,0.00,9.00,-0.67,0.10,1.87,2019.72,255.75
34A3204,0.61,1.99,0.89,0.58,1.27,0.84,0.00,NA,NA,0.02,1.27,0.74,0.36,21.00,165.00,2008.00,834.00,0.00,15.00,-0.78,0.25,1.42,1924.82,414.95
34A3206,0.55,1.95,0.83,0.47,2.55,0.72,0.01,2.55,0.61,0.07,8.93,0.59,0.40,21.00,164.00,2008.00,848.00,0.00,9.00,-0.71,0.24,1.60,2060.24,358.28
34A3209,0.61,0.92,0.91,0.36,3.82,0.76,0.11,1.27,0.64,0.14,11.45,0.53,0.34,21.00,165.00,2008.00,855.00,0.00,9.00,-0.78,0.23,1.78,2040.30,280.79
34A3303,0.58,3.67,0.90,0.53,5.09,0.84,0.00,NA,NA,0.04,3.81,0.61,0.38,21.00,164.00,2008.00,753.00,1.00,3.00,-0.74,0.24,1.33,2238.90,179.98
34A3304,0.42,7.58,0.68,0.38,12.74,0.65,0.02,7.65,0.55,0.02,6.37,0.40,0.42,21.00,164.00,2008.00,733.00,0.00,15.00,-0.62,0.09,1.60,2049.27,342.38
34A3403,0.99,0.90,0.99,0.66,3.82,0.76,0.11,2.55,0.57,0.21,6.36,0.58,0.00,1.00,181.00,2004.00,558.00,0.00,7.00,-1.02,0.49,1.24,1771.49,413.30
34A3502,0.85,0.93,0.85,0.84,2.55,0.77,0.00,NA,NA,0.00,NA,NA,0.08,1.00,181.00,2004.00,937.00,0.00,15.00,-0.36,0.52,1.08,2277.04,375.71
34A3503,0.79,0.92,0.85,0.73,7.64,0.76,0.01,2.55,0.39,0.05,3.82,0.54,0.05,1.00,181.00,2004.00,946.00,0.00,15.00,-0.72,0.16,1.35,2067.09,366.74
34A3505,0.64,0.92,0.92,0.51,5.09,0.80,0.05,6.36,0.66,0.08,6.36,0.56,0.31,1.00,182.00,2004.00,529.00,0.00,5.00,-0.88,0.35,1.63,2430.36,411.32
34A3508,0.76,1.84,0.88,0.73,2.54,0.81,0.02,1.27,0.88,0.01,1.27,0.80,0.13,1.00,181.00,2004.00,925.00,0.00,15.00,-0.70,0.26,1.29,2315.70,403.34
34A3602,0.88,0.92,0.86,0.71,2.54,0.68,0.03,2.54,0.80,0.13,10.17,0.69,0.00,14.00,186.00,2006.00,713.00,0.00,7.00,-0.51,0.06,1.30,2147.43,496.03
34A3603,0.81,0.94,0.90,0.79,1.27,0.81,0.00,NA,NA,0.01,1.27,0.55,0.09,14.00,186.00,2006.00,549.00,0.00,5.00,-0.85,0.31,1.13,2242.87,558.74
34A3604,0.91,0.92,0.87,0.89,1.27,0.80,0.00,NA,NA,0.01,3.82,0.72,0.00,14.00,186.00,2006.00,732.00,0.00,5.00,-0.26,0.21,0.93,2361.24,461.62
